gen,trial,p_old,omega_old,sigma_now,sample_vol,p_new,vol_inf_current_impl,ratio_inf_to_sigma,ratio_inf_to_sample,omega_sigma_anchor,omega_sample_anchor
trend_shift,123,1.0,3.8959097319932926e-07,0.017716716298830162,0.013868814014128627,0.9800000000000001,0.004413564167423711,0.24911863423105893,0.3182365963612653,6.277640728264657e-06,3.846880043169795e-06
trend_shift,124,1.0,2.612576686668296e-07,0.017895186974378377,0.015248500947994348,0.9800000000000001,0.003614261118588631,0.2019683350480432,0.23702402819235938,6.404754336959201e-06,4.650335623219669e-06
trend_shift,125,1.0,2.2363319043860597e-07,0.021905216287796687,0.014935264836456625,0.9800000000000001,0.0033438988504334802,0.15265308529714694,0.2238928393335954,9.59677001230302e-06,4.461242714701934e-06
trend_shift,126,1.0,1.982535071974368e-07,0.018965122057555708,0.014587738850461954,0.98,0.003148440147100121,0.1660121214904484,0.2158278386646892,7.1935170931597274e-06,4.256042495385545e-06
trend_shift,128,1.0,2.71937151694459e-07,0.01716119919528547,0.014616759194828449,0.98,0.0036873917048128937,0.21486795082629745,0.2522714957305672,5.890135156405338e-06,4.272992987192044e-06
trend_shift,129,1.0,3.3312606710248717e-07,0.01661152160650779,0.01406786797119377,0.9799999999999999,0.004081213466007904,0.2456857091531599,0.29010888319145783,5.518853001669538e-06,3.9580981850988165e-06
trend_shift,130,1.0,2.2199174235914878e-07,0.01319996642717504,0.014685177717164597,0.9800000000000001,0.0033316042859195464,0.25239490602496567,0.22686850306383693,3.4847822735709477e-06,4.313088891694132e-06
trend_shift,131,1.0,2.12293018902401e-07,0.019437568804295723,0.014126109046500827,0.98,0.0032580133432998765,0.16761424106598416,0.23063770303450387,7.556381620434611e-06,3.9909391358726535e-06
trend_shift,133,1.0,2.1615102871184086e-07,0.017665728007024876,0.014669664772752904,0.98,0.0032874840586065257,0.18609389079800387,0.2241008304915476,6.241558920363667e-06,4.303981290898955e-06
trend_shift,134,1.0,8.722080174651646e-08,0.018136617217600362,0.014665407374975764,0.9800000000000001,0.002088310342675591,0.11514332125006348,0.14239702241336763,6.578737681955127e-06,4.30148346947985e-06
trend_shift,135,1.0,1.9032548120481257e-07,0.016033236881178692,0.014576752233873697,0.9800000000000001,0.0030848458730122438,0.19240318694683065,0.2116277908492969,5.141293697759749e-06,4.249634113754816e-06
trend_shift,136,1.0,1.3077880382777897e-07,0.013835378386619442,0.013628946806616821,0.98,0.0025571351531330803,0.18482581984213406,0.18762529411968923,3.828353902018732e-06,3.7149638211518204e-06
trend_shift,139,1.0,3.840697975076879e-07,0.01856374900118808,0.014153898833474213,0.9800000000000001,0.0043821786676702815,0.2360610815945541,0.30960929700206374,6.892255539582195e-06,4.006657043764435e-06
trend_shift,141,1.0,2.8973991908952913e-07,0.017283260263076246,0.015053046331536552,0.98,0.0038061786550918028,0.22022341833405576,0.2528510556110993,5.9742217064246135e-06,4.531884077187725e-06
trend_shift,146,1.0,2.267317222240043e-07,0.01883639158693415,0.014292888493791756,0.98,0.0033669847209632842,0.17874892361543337,0.23557062817818555,7.09619296032648e-06,4.085733229919299e-06
trend_shift,147,1.0,2.656494172010125e-07,0.018847210054175098,0.014181216562897366,0.9799999999999999,0.0036445124310462355,0.19337145500953817,0.2569957531416208,7.104346536524025e-06,4.022138064075917e-06
trend_shift,149,1.0,6.89134532745431e-07,0.02110416182541971,0.013971345882771354,0.9799999999999999,0.00586998523313912,0.2781434904497744,0.4201445789397887,8.907712927070111e-06,3.903970115520666e-06
trend_shift,150,1.0,1.8294333295840588e-07,0.02191911076026476,0.014511399622818427,0.9799999999999998,0.0030244283175370817,0.1379813419721298,0.2084174094951754,9.608948330415203e-06,4.211614380262746e-06
trend_shift,151,1.0,2.2532994876994132e-07,0.016336485005607318,0.013531282284800753,0.9799999999999999,0.003356560358238325,0.20546404915661004,0.24805929605124266,5.337614846768689e-06,3.6619120054192774e-06
trend_shift,152,1.0,3.0108044822696357e-07,0.016103292610574232,0.01394673640158533,0.9800000000000002,0.0038799513413634882,0.2409414916062394,0.2781977969356654,5.186320658035441e-06,3.890229125106067e-06
trend_shift,154,1.0,2.395680402302218e-07,0.01726784862263064,0.014180380455890275,0.9799999999999999,0.0034609828100571395,0.20042929989097172,0.24406840287698414,5.963571921081777e-06,4.021663797475923e-06
trend_shift,155,1.0,3.0036323010315473e-07,0.01901898157684734,0.014315112242551352,0.98,0.0038753272771674036,0.20376103007981317,0.27071581497266084,7.234433204409179e-06,4.098448770336875e-06
trend_shift,156,1.0,2.0716256464542309e-07,0.019166956828150422,0.014120109687489273,0.9800000000000001,0.003218404609782804,0.16791422021966199,0.2279305671849264,7.347444681043607e-06,3.9875499517345495e-06
trend_shift,157,1.0,2.6564377731532636e-07,0.01633046499755081,0.013852269370429505,0.9799999999999999,0.003644473743322379,0.2231702369693065,0.2630957892792824,5.333681740724677e-06,3.8377073342188134e-06
trend_shift,158,1.0,3.3626756117188996e-07,0.016116066355040967,0.014693005237895879,0.9800000000000001,0.004100411937670967,0.2544300729059975,0.27907237976716115,5.1945518952016445e-06,4.317688058416694e-06
trend_shift,159,1.0,1.8987482228538807e-07,0.014485570910480717,0.013460930571743527,0.98,0.0030811915088597456,0.21270763354107206,0.22889884859280232,4.196635292051306e-06,3.6239330371459934e-06
trend_shift,160,1.0,3.339298758307616e-07,0.01769169935840228,0.013905510868242614,0.98,0.004086134333515978,0.23096336031594158,0.2938499974745901,6.259924523761838e-06,3.867264650136273e-06
trend_shift,161,1.0,4.635989164162834e-07,0.014881500234466908,0.014842882408679457,0.98,0.004814555620284613,0.32352622682044274,0.32436796895118397,4.429180984568777e-06,4.4062231639577254e-06
trend_shift,162,1.0,1.139852340565011e-06,0.016765608305644948,0.015198766100875909,0.98,0.007549345470188161,0.4502875966418893,0.4967077866770441,5.621712437166223e-06,4.620049819782698e-06
trend_shift,163,1.0,4.954526717574131e-07,0.017083063064884413,0.014408274724791585,0.9800000000000001,0.004977211426880595,0.29135357095951053,0.3454411802904174,5.836620873576334e-06,4.1519676109013416e-06
trend_shift,164,1.0,2.6419687723026146e-07,0.016554568355582413,0.015262536366921153,0.9799999999999999,0.0036345348892964265,0.21954875604296953,0.23813439666382302,5.481074668793047e-06,4.6589003270318455e-06
trend_shift,165,1.0,3.612742857650569e-07,0.020211882924973768,0.014319044278149694,0.98,0.00425014285504062,0.21027941190917698,0.29681749511216843,8.17040422745693e-06,4.100700580792234e-06
trend_shift,166,1.0,1.1460970843671191e-07,0.016570811437236554,0.014730880617224542,0.9799999999999999,0.002393843232510341,0.14446143700187758,0.16250510032042925,5.491835833769031e-06,4.339976875178462e-06
trend_shift,167,1.0,1.6824639397526503e-07,0.01582225464615828,0.01439697699351179,0.98,0.002900399920487388,0.18331141707364815,0.20145895362578517,5.006874841757551e-06,4.14545893103416e-06
trend_shift,168,1.0,1.6222744454521405e-07,0.01872989461545739,0.014199258007016442,0.9799999999999999,0.0028480470900707822,0.15205889560747174,0.20057717724851848,7.01617904612284e-06,4.032378558996437e-06
trend_shift,169,1.0,2.145590216779281e-07,0.013819336084489797,0.01412819813590107,0.98,0.0032753551080602536,0.2370124793286101,0.23183105705017476,3.819480996321639e-06,3.992119651345573e-06
trend_shift,170,1.0,2.971515704973333e-07,0.021036799815922273,0.014919533622450718,0.98,0.0038545529604438766,0.1832290554728982,0.2583561294867553,8.850938929903755e-06,4.451849670228753e-06
trend_shift,173,1.0,2.93332559468497e-07,0.021555401311430963,0.014220150466673537,0.98,0.0038297033793003913,0.17766792294743666,0.2693152500935708,9.292706513936802e-06,4.044253585896716e-06
trend_shift,174,1.0,1.3564825865976337e-07,0.01793480176601433,0.014717134236104375,0.98,0.002604306612706761,0.14520966814597355,0.1769574545510241,6.433142287724619e-06,4.331880802470314e-06
trend_shift,175,1.0,3.0964066329897884e-07,0.021323898098316342,0.014513299489920408,0.9799999999999999,0.003934721485054418,0.1845216792404898,0.2711114373259582,9.094172602147645e-06,4.212717241682507e-06
trend_shift,176,1.0,3.2841465444172954e-07,0.020278828685251094,0.014206039992959805,0.9799999999999998,0.00405225032816166,0.1998266463540315,0.2852484105471943,8.22461785691535e-06,4.0362314456315165e-06
trend_shift,177,1.0,5.308291675677952e-07,0.014063195698289888,0.013678808093389255,0.98,0.005151840290458326,0.3663349640426891,0.3766293272984893,3.955469464967988e-06,3.742195817115431e-06
trend_shift,179,1.0,2.0345317986978423e-07,0.02309248951673236,0.01414097844010799,0.9799999999999999,0.0031894606116848576,0.13811679374689498,0.22554737815302833,1.0665261441607946e-05,3.999345424872006e-06
trend_shift,180,1.0,2.3490907935162603e-07,0.017980071144816877,0.014871303025721781,0.9800000000000001,0.003427164129069595,0.19060904161425107,0.2304548648589761,6.4656591674535e-06,4.423113073656815e-06
trend_shift,182,1.0,1.8306938006318928e-07,0.02243358859258082,0.014822208075662407,0.9800000000000002,0.0030254700466472244,0.13486340066197883,0.20411736437669836,1.0065317942823342e-05,4.393957044764592e-06
trend_shift,183,1.0,4.3976177777625466e-07,0.016711585872285453,0.014203048757651368,0.98,0.004689145859195757,0.28059251198728247,0.3301506556238253,5.58554204733542e-06,4.034531880244445e-06
trend_shift,184,1.0,3.474828039664623e-07,0.01468607094061173,0.014791400764253655,0.9800000000000001,0.004168229863901846,0.283821988927981,0.2818008875788964,4.313613593453586e-06,4.375710731375252e-06
trend_shift,185,1.0,2.2509066103333768e-07,0.017695709165097787,0.014383996428181275,0.9800000000000001,0.0033547776456371793,0.1895814185426369,0.23322987198915485,6.262762457114487e-06,4.137987064918614e-06
trend_shift,186,1.0,2.440961564514934e-07,0.018138279263909755,0.014491302911526229,0.98,0.00349353800932159,0.19260581218819256,0.24107825436061148,6.579943493111578e-06,4.199957201472175e-06
trend_shift,187,1.0,1.7116487682730228e-07,0.018890599816895587,0.01472657169394084,0.9800000000000001,0.0029254476309387516,0.15486261205545507,0.19865096179461847,7.137095228841878e-06,4.337438277135571e-06
trend_shift,188,1.0,2.8537084403842497e-07,0.01615858845642051,0.01451547726542076,0.9799999999999999,0.0037773723938633796,0.23376871092737467,0.26023067135807915,5.221999618079357e-06,4.213981604858966e-06
trend_shift,189,1.0,2.0502212590421876e-07,0.021113938534046025,0.01461108022840208,0.9799999999999999,0.0032017348883395815,0.1516408169502253,0.21913060761351624,8.915968008389529e-06,4.2696733088160715e-06
trend_shift,191,1.0,2.594778195356288e-07,0.016066156112198304,0.014228774811978423,0.9800000000000001,0.003601928785634372,0.2241935631945958,0.25314398697223783,5.162427444430515e-06,4.049160652999814e-06
trend_shift,192,1.0,5.651386418994616e-07,0.02177271400842674,0.014492055123576306,0.98,0.005315724983007779,0.24414618136032204,0.3668027024241666,9.48102150585485e-06,4.200393234095489e-06
trend_shift,193,1.0,2.658086491588911e-07,0.02342224696164302,0.01541744294090976,0.98,0.003645604539434378,0.15564708823216364,0.23645973936189293,1.0972033054643923e-05,4.753950936724168e-06
trend_shift,194,1.0,2.077046706172979e-07,0.01672777516902662,0.014447378672511708,0.9799999999999999,0.0032226128422236555,0.19265041582999573,0.22305865411800668,5.596369242110107e-06,4.17453501013895e-06
trend_shift,195,1.0,4.486764650818059e-07,0.014886431635904297,0.014167167785320465,0.98,0.004736435712019142,0.31817132727734593,0.334324812396651,4.432116937009049e-06,4.014172861148443e-06
trend_shift,196,1.0,1.8724159794248474e-07,0.017482623768557123,0.013685772912065214,0.98,0.0030597516070956197,0.17501672790091435,0.22357170667344475,6.112842676658375e-06,3.7460076040123627e-06
trend_shift,197,1.0,3.832708257456931e-07,0.017623569182081786,0.014124763400367927,0.98,0.004377618220823355,0.24839566693869036,0.30992506541449927,6.211803814312462e-06,3.99017882232747e-06
